,country,year,sex,age,suicides_no,population,rate_per_100k
36000,Slovenia,1986,female,15-24,9.0,147100.0,6.118286879673691
21325,Kazakhstan,1988,female,25-34,88.0,1439800.0,6.111959994443673
13561,Estonia,1991,female,25-34,7.0,114626.0,6.10681695252386
31428,Republic of Korea,1993,female,15-24,253.0,4146800.0,6.101089997106202
31418,Republic of Korea,1992,female,35-54,312.0,5119600.0,6.0942261114149545
23052,Lithuania,1985,female,15-24,17.0,279400.0,6.0844667143879745
36326,Slovenia,2013,female,35-54,18.0,295893.0,6.083280104632418
41125,Ukraine,1993,female,25-34,229.0,3766200.0,6.080399341511338
13718,Estonia,2004,female,35-54,12.0,197475.0,6.076718571971136
33362,Russian Federation,2014,female,35-54,1297.0,21385188.0,6.064945512753968
23256,Lithuania,2002,female,15-24,15.0,247514.0,6.06026325783592
18409,Hungary,1997,female,25-34,40.0,661074.0,6.05075982416492
23401,Lithuania,2014,female,25-34,11.0,182183.0,6.037884983780045
33361,Russian Federation,2014,female,25-34,723.0,11984461.0,6.032811988791152
22764,Latvia,1995,female,15-24,10.0,166300.0,6.013229104028864
31405,Republic of Korea,1991,female,25-34,247.0,4115000.0,6.002430133657351
41113,Ukraine,1992,female,25-34,229.0,3822300.0,5.991157156685765
33348,Russian Federation,2013,female,15-24,511.0,8554683.0,5.973336475471973
33373,Russian Federation,2015,female,25-34,730.0,12264840.0,5.951973282978009
22958,Latvia,2011,female,35-54,18.0,302492.0,5.9505705936024755
31440,Republic of Korea,1994,female,15-24,243.0,4098900.0,5.928419819951695
31384,Republic of Korea,1989,female,55-74,136.0,2301300.0,5.909703211228436
13500,Estonia,1986,female,15-24,6.0,102900.0,5.830903790087464
13512,Estonia,1987,female,15-24,6.0,103200.0,5.813953488372093
13840,Estonia,2014,female,55-74,10.0,172116.0,5.810035092611959
33376,Russian Federation,2015,female,55-74,1062.0,18280577.0,5.80944463623878
13548,Estonia,1990,female,15-24,6.0,103912.0,5.774116560166294
21264,Kazakhstan,1982,female,15-24,88.0,1526100.0,5.766332481488763
18493,Hungary,2004,female,25-34,45.0,781012.0,5.761755261122748
36252,Slovenia,2007,female,15-24,7.0,121715.0,5.751139958098838
18348,Hungary,1992,female,15-24,44.0,767574.0,5.7323463275202124
36325,Slovenia,2013,female,25-34,8.0,139622.0,5.7297560556359315
31381,Republic of Korea,1989,female,25-34,233.0,4069200.0,5.72594121694682
41365,Ukraine,2014,female,25-34,197.0,3444110.0,5.71991022354106
13754,Estonia,2007,female,35-54,11.0,192585.0,5.711763636835682
33012,Russian Federation,1985,female,15-24,585.0,10312400.0,5.672782281525154
31382,Republic of Korea,1989,female,35-54,262.0,4618800.0,5.672469039577379
22992,Latvia,2014,female,15-24,6.0,106420.0,5.63803796278895
22994,Latvia,2014,female,35-54,16.0,285454.0,5.605106251795386
36193,Slovenia,2002,female,25-34,8.0,142886.0,5.598869028456252
23412,Lithuania,2015,female,15-24,10.0,178882.0,5.59027738956407
23353,Lithuania,2010,female,25-34,11.0,196906.0,5.586421947528262
31344,Republic of Korea,1986,female,15-24,237.0,4244400.0,5.583828102912072
21573,Kazakhstan,2008,male,05-14,66.0,1182019.0,5.583666590807762
36096,Slovenia,1994,female,15-24,8.0,143300.0,5.582693649685973
36240,Slovenia,2006,female,15-24,7.0,125724.0,5.567751582832236
22657,Latvia,1986,female,25-34,11.0,198300.0,5.547150781643974
40993,Ukraine,1981,female,25-34,206.0,3725600.0,5.529310715052609
18360,Hungary,1993,female,15-24,43.0,778205.0,5.525536330401373
22946,Latvia,2010,female,35-54,17.0,308180.0,5.516256733078071
22933,Latvia,2009,female,25-34,8.0,145144.0,5.5117676238769775
21549,Kazakhstan,2006,male,05-14,68.0,1234397.0,5.508762578003672
22788,Latvia,1997,female,15-24,9.0,163400.0,5.507955936352509
36048,Slovenia,1990,female,15-24,8.0,145300.0,5.505849965588437
36241,Slovenia,2006,female,25-34,8.0,146103.0,5.475589139168942
13789,Estonia,2010,female,25-34,5.0,91330.0,5.474652359575167
41077,Ukraine,1989,female,25-34,216.0,3945800.0,5.474175072228699
36253,Slovenia,2007,female,25-34,8.0,146261.0,5.469674075796009
41184,Ukraine,1998,female,15-24,196.0,3589900.0,5.459762110365191
21640,Kazakhstan,2014,female,55-74,69.0,1263876.0,5.459396333184585
33360,Russian Federation,2014,female,15-24,467.0,8554683.0,5.458998305372624
31392,Republic of Korea,1990,female,15-24,232.0,4250500.0,5.458181390424656
31346,Republic of Korea,1986,female,35-54,236.0,4325800.0,5.4556382634426
18553,Hungary,2009,female,25-34,42.0,770068.0,5.454063796963385
41257,Ukraine,2004,female,25-34,183.0,3360017.0,5.446401015232959
23377,Lithuania,2012,female,25-34,10.0,183799.0,5.440726010478838
22921,Latvia,2008,female,25-34,8.0,147186.0,5.435299552946612
37089,Sri Lanka,1983,male,05-14,97.0,1788000.0,5.425055928411633
22705,Latvia,1990,female,25-34,11.0,202900.0,5.421389847215377
13764,Estonia,2008,female,15-24,5.0,92410.0,5.410669840926307
41208,Ukraine,2000,female,15-24,196.0,3630400.0,5.398854120758043
22596,Latvia,1981,female,15-24,10.0,185600.0,5.387931034482758
18469,Hungary,2002,female,25-34,41.0,761375.0,5.384994253817108
41269,Ukraine,2005,female,25-34,182.0,3380536.0,5.383761628333495
41112,Ukraine,1992,female,15-24,189.0,3534200.0,5.347744892762153
18336,Hungary,1991,female,15-24,40.0,748660.0,5.342879277642721
22897,Latvia,2006,female,25-34,8.0,149998.0,5.333404445392605
41041,Ukraine,1986,female,25-34,210.0,3943900.0,5.324678617612008
41317,Ukraine,2009,female,25-34,186.0,3494937.0,5.32198434478218
41293,Ukraine,2007,female,25-34,181.0,3405078.0,5.315590421129853
41064,Ukraine,1988,female,15-24,182.0,3427500.0,5.3099927060539756
31416,Republic of Korea,1992,female,15-24,222.0,4195700.0,5.291131396429678
41305,Ukraine,2008,female,25-34,182.0,3441323.0,5.2886636912605995
41340,Ukraine,2011,female,15-24,157.0,2973653.0,5.279701431202632
41076,Ukraine,1989,female,15-24,180.0,3422300.0,5.259620722905648
22860,Latvia,2003,female,15-24,9.0,171186.0,5.257439276576355
18372,Hungary,1994,female,15-24,41.0,783898.0,5.230272305835708
13705,Estonia,2003,female,25-34,5.0,95605.0,5.229851995188536
31358,Republic of Korea,1987,female,35-54,229.0,4388200.0,5.218540631694089
13644,Estonia,1998,female,15-24,5.0,95878.0,5.214960679196479
13581,Estonia,1992,male,05-14,6.0,115149.0,5.210640127139619
13804,Estonia,2011,female,55-74,9.0,172988.0,5.20267301778158
41029,Ukraine,1985,female,25-34,204.0,3921300.0,5.202356361410756
41148,Ukraine,1995,female,15-24,187.0,3596300.0,5.1997886716903485
41089,Ukraine,1990,female,25-34,203.0,3904100.0,5.1996618939064065
31369,Republic of Korea,1988,female,25-34,206.0,3966200.0,5.1938883566133836
13740,Estonia,2006,female,15-24,5.0,96385.0,5.187529179851636
31356,Republic of Korea,1987,female,15-24,221.0,4265300.0,5.181347150259067
31406,Republic of Korea,1991,female,35-54,256.0,4951200.0,5.170463725965423
41353,Ukraine,2012,female,25-34,186.0,3607893.0,5.155363532122488
33024,Russian Federation,1986,female,15-24,517.0,10038000.0,5.1504283721856945
36061,Slovenia,1991,female,25-34,8.0,155900.0,5.131494547787043
41376,Ukraine,2015,female,15-24,117.0,2281055.0,5.129205564968841
13728,Estonia,2005,female,15-24,5.0,97515.0,5.127416294928985
18457,Hungary,2001,female,25-34,38.0,742972.0,5.1145938204939085
18541,Hungary,2008,female,25-34,40.0,783195.0,5.107284903504236
36049,Slovenia,1990,female,25-34,8.0,157200.0,5.089058524173028
31394,Republic of Korea,1990,female,35-54,242.0,4781300.0,5.061384978980612
22644,Latvia,1985,female,15-24,9.0,178200.0,5.05050505050505
21300,Kazakhstan,1986,female,15-24,72.0,1433900.0,5.0212706604365716
41281,Ukraine,2006,female,25-34,170.0,3394295.0,5.0084038069761165
31368,Republic of Korea,1988,female,15-24,212.0,4255900.0,4.981320049813201
21652,Kazakhstan,2015,female,55-74,65.0,1306669.0,4.9744809129167376
18565,Hungary,2010,female,25-34,37.0,748440.0,4.9436160547271655
33372,Russian Federation,2015,female,15-24,378.0,7653174.0,4.93912721702133
41328,Ukraine,2010,female,15-24,154.0,3125122.0,4.927807618390578
36205,Slovenia,2003,female,25-34,7.0,142434.0,4.914556917589901
41377,Ukraine,2015,female,25-34,168.0,3421535.0,4.910076909924931
22968,Latvia,2012,female,15-24,6.0,122407.0,4.901680459450849
41364,Ukraine,2014,female,15-24,118.0,2408666.0,4.898977276218455
36301,Slovenia,2011,female,25-34,7.0,142978.0,4.895858104043978
21513,Kazakhstan,2003,male,05-14,67.0,1368679.0,4.895231095092421
41101,Ukraine,1991,female,25-34,189.0,3862900.0,4.892697196406845
41136,Ukraine,1994,female,15-24,175.0,3582800.0,4.88444791782963
33036,Russian Federation,1987,female,15-24,479.0,9845400.0,4.865216243118614
31380,Republic of Korea,1989,female,15-24,207.0,4256500.0,4.863150475742982
13653,Estonia,1998,male,05-14,5.0,103157.0,4.846980815649931
36229,Slovenia,2005,female,25-34,7.0,144701.0,4.837561592525277
18505,Hungary,2005,female,25-34,38.0,786160.0,4.833621654625013
18601,Hungary,2013,female,25-34,31.0,642913.0,4.821803261094425
23364,Lithuania,2011,female,15-24,10.0,207726.0,4.81403387154232
41329,Ukraine,2010,female,25-34,170.0,3534635.0,4.809548935038554
41172,Ukraine,1997,female,15-24,172.0,3582900.0,4.800580535320551
13790,Estonia,2010,female,35-54,9.0,187560.0,4.798464491362764
36265,Slovenia,2008,female,25-34,7.0,146036.0,4.793338628831247
22824,Latvia,2000,female,15-24,8.0,166955.0,4.79171034110988
23088,Lithuania,1988,female,15-24,13.0,271800.0,4.7829286239882265
41088,Ukraine,1990,female,15-24,165.0,3454600.0,4.776240375151971
31404,Republic of Korea,1991,female,15-24,201.0,4226500.0,4.75570803265113
22752,Latvia,1994,female,15-24,8.0,168300.0,4.753416518122401
31370,Republic of Korea,1988,female,35-54,213.0,4499800.0,4.733543713053914
22909,Latvia,2007,female,25-34,7.0,148231.0,4.722359020717664
21501,Kazakhstan,2002,male,05-14,67.0,1424722.0,4.702671819484784
13641,Estonia,1997,male,05-14,5.0,106361.0,4.700971220654187
13701,Estonia,2002,male,05-14,4.0,86140.0,4.643603436266543
22728,Latvia,1992,female,15-24,8.0,173600.0,4.6082949308755765
37077,Sri Lanka,1982,male,05-14,81.0,1762000.0,4.597048808172531
41160,Ukraine,1996,female,15-24,165.0,3595700.0,4.5888144172205685
23292,Lithuania,2005,female,15-24,11.0,240386.0,4.57597364239182
23016,Lithuania,1981,female,15-24,13.0,284400.0,4.571026722925457
41316,Ukraine,2009,female,15-24,148.0,3267238.0,4.529819988626479
41065,Ukraine,1988,female,25-34,179.0,3961000.0,4.519060843221409
13617,Estonia,1995,male,05-14,5.0,111035.0,4.503084612959878
41341,Ukraine,2011,female,25-34,160.0,3570316.0,4.481396044495781
41352,Ukraine,2012,female,15-24,126.0,2819749.0,4.468482833046488
41053,Ukraine,1987,female,25-34,176.0,3953000.0,4.45231469769795
22632,Latvia,1984,female,15-24,8.0,179900.0,4.446914952751529
23268,Lithuania,2003,female,15-24,11.0,247710.0,4.44067659763433
18625,Hungary,2015,female,25-34,27.0,610907.0,4.419657983948457
13689,Estonia,2001,male,05-14,4.0,90730.0,4.408685109666042
41196,Ukraine,1999,female,15-24,158.0,3614400.0,4.371403275785746
13765,Estonia,2008,female,25-34,4.0,91600.0,4.366812227074235
37083,Sri Lanka,1983,female,05-14,75.0,1721000.0,4.357931435212086
22981,Latvia,2013,female,25-34,6.0,137922.0,4.3502849436638105
18456,Hungary,2001,female,15-24,31.0,713068.0,4.347411467069059
22920,Latvia,2008,female,15-24,7.0,161440.0,4.33597621407334
21525,Kazakhstan,2004,male,05-14,57.0,1317575.0,4.326129442346735
13741,Estonia,2006,female,25-34,4.0,92765.0,4.311971109793564
13545,Estonia,1989,male,05-14,5.0,116043.0,4.30874761941694
21393,Kazakhstan,1993,male,05-14,76.0,1774700.0,4.28241392911478
22584,Latvia,1980,female,15-24,8.0,187000.0,4.27807486631016
18481,Hungary,2003,female,25-34,33.0,772722.0,4.270617375977389
13645,Estonia,1998,female,25-34,4.0,93664.0,4.270584215920738
41124,Ukraine,1993,female,15-24,152.0,3565100.0,4.263555019494544
21489,Kazakhstan,2001,male,05-14,64.0,1508752.0,4.241916497873739
23316,Lithuania,2007,female,15-24,10.0,236177.0,4.234112551179836
23304,Lithuania,2006,female,15-24,10.0,236885.0,4.221457669333221
18589,Hungary,2012,female,25-34,28.0,664791.0,4.2118500400877865
36181,Slovenia,2001,female,25-34,6.0,143357.0,4.185355441310853
37053,Sri Lanka,1980,male,05-14,81.0,1936000.0,4.183884297520661
36108,Slovenia,1995,female,15-24,6.0,144100.0,4.163775156141568
37101,Sri Lanka,1984,male,05-14,75.0,1809000.0,4.1459369817578775
22848,Latvia,2002,female,15-24,7.0,169582.0,4.12779658218443
33213,Russian Federation,2001,male,05-14,389.0,9428879.0,4.125622992934791
13692,Estonia,2002,female,15-24,4.0,97020.0,4.1228612657184085
18408,Hungary,1997,female,15-24,32.0,781186.0,4.096335571810043
22872,Latvia,2004,female,15-24,7.0,171538.0,4.080728468327718
23112,Lithuania,1990,female,15-24,11.0,270007.0,4.073968452669745
18529,Hungary,2007,female,25-34,32.0,787885.0,4.061506438122315
33201,Russian Federation,2000,male,05-14,404.0,9986252.0,4.045561838415454
21597,Kazakhstan,2010,male,05-14,49.0,1212500.0,4.041237113402062
41220,Ukraine,2001,female,15-24,147.0,3645803.0,4.032033546519107
18444,Hungary,2000,female,15-24,29.0,721347.0,4.0202565478195655
23376,Lithuania,2012,female,15-24,8.0,199629.0,4.007433789679856
23064,Lithuania,1986,female,15-24,11.0,275800.0,3.9883973894126177
41100,Ukraine,1991,female,15-24,137.0,3495000.0,3.919885550786838
21333,Kazakhstan,1988,male,05-14,65.0,1665700.0,3.9022633127213786
41232,Ukraine,2002,female,15-24,142.0,3643296.0,3.897569673175059
36228,Slovenia,2005,female,15-24,5.0,128929.0,3.878103452287693
37113,Sri Lanka,1985,male,05-14,71.0,1836000.0,3.8671023965141615
18432,Hungary,1999,female,15-24,29.0,751430.0,3.85930825226568
33225,Russian Federation,2002,male,05-14,338.0,8810074.0,3.8365171507072473
21369,Kazakhstan,1991,male,05-14,66.0,1721900.0,3.832975201811952
41268,Ukraine,2005,female,15-24,139.0,3626595.0,3.8327963282362663
33189,Russian Federation,1999,male,05-14,402.0,10490300.0,3.832111569735851
18384,Hungary,1995,female,15-24,30.0,786111.0,3.8162549563611248
22956,Latvia,2011,female,15-24,5.0,131378.0,3.805812236447503
13814,Estonia,2012,female,35-54,7.0,184354.0,3.7970426462132636
22608,Latvia,1982,female,15-24,7.0,184400.0,3.796095444685466
36349,Slovenia,2015,female,25-34,5.0,132806.0,3.7648901405057
13464,Estonia,1982,female,15-24,4.0,106400.0,3.7593984962406015
18420,Hungary,1998,female,15-24,29.0,772891.0,3.752146162913011
37071,Sri Lanka,1982,female,05-14,63.0,1697000.0,3.712433706540955
37065,Sri Lanka,1981,male,05-14,73.0,1971000.0,3.7037037037037037
41052,Ukraine,1987,female,15-24,128.0,3459900.0,3.699528888118154
13713,Estonia,2003,male,05-14,3.0,81105.0,3.69890882189754
18396,Hungary,1996,female,15-24,29.0,785423.0,3.692277919032165
18613,Hungary,2014,female,25-34,23.0,624055.0,3.6855725857496537
41292,Ukraine,2007,female,15-24,129.0,3511720.0,3.673413597895049
13629,Estonia,1996,male,05-14,4.0,109002.0,3.6696574374782114
22776,Latvia,1996,female,15-24,6.0,164100.0,3.656307129798903
13800,Estonia,2011,female,15-24,3.0,82075.0,3.655193420651843
21585,Kazakhstan,2009,male,05-14,43.0,1179629.0,3.645213876566276
33249,Russian Federation,2004,male,05-14,288.0,7919935.0,3.6363934805020497
23037,Lithuania,1982,male,05-14,10.0,276500.0,3.6166365280289328
22969,Latvia,2012,female,25-34,5.0,138307.0,3.615146015747576
18213,Hungary,1980,male,05-14,28.0,774800.0,3.613835828600929
18468,Hungary,2002,female,15-24,25.0,692093.0,3.612231304174439
22908,Latvia,2007,female,15-24,6.0,166758.0,3.5980282805022847
21381,Kazakhstan,1992,male,05-14,63.0,1751600.0,3.596711577985842
41244,Ukraine,2003,female,15-24,131.0,3659937.0,3.579296583520427
22836,Latvia,2001,female,15-24,6.0,167768.0,3.5763673644556766
36093,Slovenia,1993,male,05-14,5.0,140100.0,3.5688793718772307
21417,Kazakhstan,1995,male,05-14,61.0,1736100.0,3.513622487183918
22884,Latvia,2005,female,15-24,6.0,170913.0,3.5105580031946078
36132,Slovenia,1997,female,15-24,5.0,144100.0,3.4698126301179735
41304,Ukraine,2008,female,15-24,118.0,3405168.0,3.465320947453988
36289,Slovenia,2010,female,25-34,5.0,145274.0,3.441772099618652
18480,Hungary,2003,female,15-24,23.0,672145.0,3.4218806953856684
22893,Latvia,2005,male,05-14,4.0,117087.0,3.416263120585547
33237,Russian Federation,2003,male,05-14,284.0,8328381.0,3.4100265105546925
21453,Kazakhstan,1998,male,05-14,54.0,1585500.0,3.4058656575212867
36165,Slovenia,1999,male,05-14,4.0,117800.0,3.395585738539898
21429,Kazakhstan,1996,male,05-14,57.0,1682200.0,3.388419926287005
22656,Latvia,1986,female,15-24,6.0,177500.0,3.3802816901408455
22641,Latvia,1984,male,05-14,6.0,180100.0,3.331482509716824
21345,Kazakhstan,1989,male,05-14,56.0,1681900.0,3.329567750758071
37095,Sri Lanka,1984,female,05-14,58.0,1742000.0,3.329506314580941
41040,Ukraine,1986,female,15-24,116.0,3507700.0,3.3070102916440973
36153,Slovenia,1998,male,05-14,4.0,121200.0,3.3003300330033003
41004,Ukraine,1982,female,15-24,126.0,3826200.0,3.293084522502744
18564,Hungary,2010,female,15-24,20.0,607500.0,3.292181069958848
22885,Latvia,2005,female,25-34,5.0,152448.0,3.279806884970613
22689,Latvia,1988,male,05-14,6.0,183100.0,3.2768978700163847
13777,Estonia,2009,female,25-34,3.0,91560.0,3.2765399737876804
13813,Estonia,2012,female,25-34,3.0,91727.0,3.2705746399642415
41028,Ukraine,1985,female,15-24,117.0,3579500.0,3.2686129347674253
13657,Estonia,1999,female,25-34,3.0,92980.0,3.2265003226500326
18492,Hungary,2004,female,15-24,21.0,655267.0,3.2048004859087973
21633,Kazakhstan,2013,male,05-14,42.0,1313549.0,3.1974444805637243
13729,Estonia,2005,female,25-34,3.0,93980.0,3.1921685464992553
21441,Kazakhstan,1997,male,05-14,53.0,1673300.0,3.1673937727843184
23253,Lithuania,2001,male,05-14,8.0,252622.0,3.166786740663917
13752,Estonia,2007,female,15-24,3.0,94785.0,3.165057762304162
21465,Kazakhstan,1999,male,05-14,49.0,1555400.0,3.1503150315031503
40992,Ukraine,1981,female,15-24,122.0,3890000.0,3.1362467866323906
22761,Latvia,1994,male,05-14,6.0,192000.0,3.125
21357,Kazakhstan,1990,male,05-14,53.0,1698000.0,3.121319199057715
21609,Kazakhstan,2011,male,05-14,38.0,1218724.0,3.1180152356070776
37107,Sri Lanka,1985,female,05-14,55.0,1768000.0,3.1108597285067874
18552,Hungary,2009,female,15-24,19.0,615144.0,3.0887076847047195
21477,Kazakhstan,2000,male,05-14,47.0,1523202.0,3.0856051922200733
36348,Slovenia,2015,female,15-24,3.0,97579.0,3.074431998688242
33129,Russian Federation,1994,male,05-14,364.0,11857400.0,3.0698129438156765
37155,Sri Lanka,1998,female,05-14,52.0,1710834.0,3.039453272497507
22833,Latvia,2000,male,05-14,5.0,164874.0,3.032618848332666
33177,Russian Federation,1998,male,05-14,333.0,11006800.0,3.025402478467856
33165,Russian Federation,1997,male,05-14,346.0,11444500.0,3.023286294726725
18577,Hungary,2011,female,25-34,22.0,727841.0,3.022638186087346
36336,Slovenia,2014,female,15-24,3.0,99794.0,3.006192757079584
23004,Latvia,2015,female,15-24,3.0,100065.0,2.99805126667666
33141,Russian Federation,1995,male,05-14,355.0,11854400.0,2.9946686462410583
41256,Ukraine,2004,female,15-24,109.0,3656474.0,2.9810139495043586
13821,Estonia,2012,male,05-14,2.0,67323.0,2.9707529373319668
23229,Lithuania,1999,male,05-14,8.0,270111.0,2.9617453565386085
18540,Hungary,2008,female,15-24,18.0,620679.0,2.9000497841879618
33117,Russian Federation,1993,male,05-14,337.0,11763700.0,2.8647449356920016
13845,Estonia,2014,male,05-14,2.0,69999.0,2.8571836740524863
41217,Ukraine,2000,male,05-14,95.0,3325300.0,2.8568850930743093
22605,Latvia,1981,male,05-14,5.0,176700.0,2.829654782116582
22944,Latvia,2010,female,15-24,4.0,141468.0,2.8274945570729777
33273,Russian Federation,2006,male,05-14,201.0,7123987.0,2.8214537730066045
37143,Sri Lanka,1997,female,05-14,49.0,1739451.0,2.816980760021409
21405,Kazakhstan,1994,male,05-14,50.0,1784600.0,2.8017482909335425
13599,Estonia,1994,female,05-14,3.0,107373.0,2.7939984912408145
22629,Latvia,1983,male,05-14,5.0,179400.0,2.7870680044593086
33285,Russian Federation,2007,male,05-14,192.0,6911384.0,2.7780253564264408
37059,Sri Lanka,1981,female,05-14,53.0,1910000.0,2.7748691099476437
22857,Latvia,2002,male,05-14,4.0,144604.0,2.766175209537772
22665,Latvia,1986,male,05-14,5.0,180800.0,2.765486725663717
33261,Russian Federation,2005,male,05-14,206.0,7467908.0,2.7584699757950957
21645,Kazakhstan,2014,male,05-14,38.0,1377917.0,2.7577858463173035
41280,Ukraine,2006,female,15-24,98.0,3577436.0,2.739392123297244
22809,Latvia,1998,male,05-14,5.0,182700.0,2.736726874657909
33153,Russian Federation,1996,male,05-14,320.0,11716700.0,2.7311444348664726
13824,Estonia,2013,female,15-24,2.0,73430.0,2.7236824186299877
21321,Kazakhstan,1987,male,05-14,45.0,1652900.0,2.7224877488051304
18624,Hungary,2015,female,15-24,15.0,551149.0,2.721587084436332
23289,Lithuania,2004,male,05-14,6.0,221380.0,2.7102719306170386
33105,Russian Federation,1992,male,05-14,318.0,11747200.0,2.707028057749932
13575,Estonia,1992,female,05-14,3.0,110885.0,2.7055057041078596
18576,Hungary,2011,female,15-24,16.0,595635.0,2.68620883594819
22713,Latvia,1990,male,05-14,5.0,188600.0,2.651113467656416
18504,Hungary,2005,female,15-24,17.0,643025.0,2.6437541308658297
36033,Slovenia,1988,male,05-14,4.0,152100.0,2.629848783694938
13497,Estonia,1985,male,05-14,3.0,114100.0,2.629272567922875
21621,Kazakhstan,2012,male,05-14,33.0,1261734.0,2.6154482640556567
21555,Kazakhstan,2007,female,05-14,30.0,1149826.0,2.609090418898164
22749,Latvia,1993,male,05-14,5.0,191900.0,2.6055237102657633
36009,Slovenia,1986,male,05-14,4.0,153700.0,2.602472348731295
36276,Slovenia,2009,female,15-24,3.0,115384.0,2.6000138667406225
33093,Russian Federation,1991,male,05-14,298.0,11561800.0,2.5774533377155806
13557,Estonia,1990,male,05-14,3.0,116613.0,2.5726119729361216
13569,Estonia,1991,male,05-14,3.0,116637.0,2.5720826152936036
37125,Sri Lanka,1986,male,05-14,48.0,1868800.0,2.568493150684932
18588,Hungary,2012,female,15-24,15.0,586456.0,2.557736641794099
13812,Estonia,2012,female,15-24,2.0,78364.0,2.552192333214231
36264,Slovenia,2008,female,15-24,3.0,118493.0,2.5317951271383117
23313,Lithuania,2006,male,05-14,5.0,199438.0,2.507044795876413
37047,Sri Lanka,1980,female,05-14,47.0,1876000.0,2.5053304904051172
18261,Hungary,1984,male,05-14,21.0,838500.0,2.5044722719141324
18333,Hungary,1990,male,05-14,19.0,758935.0,2.503508205577553
23169,Lithuania,1994,male,05-14,7.0,279711.0,2.5025830231917943
23157,Lithuania,1993,male,05-14,7.0,280449.0,2.4959974897396675
33309,Russian Federation,2009,male,05-14,166.0,6869835.0,2.4163608005141315
36141,Slovenia,1997,male,05-14,3.0,125000.0,2.4
18516,Hungary,2006,female,15-24,15.0,634608.0,2.363663868088647
33069,Russian Federation,1989,male,05-14,263.0,11233200.0,2.3412740804045153
13788,Estonia,2010,female,15-24,2.0,85755.0,2.332225526208384
33057,Russian Federation,1988,male,05-14,256.0,11026800.0,2.32161642543621
21309,Kazakhstan,1986,male,05-14,38.0,1643700.0,2.311857394901746
21579,Kazakhstan,2009,female,05-14,26.0,1126895.0,2.3072247192506845
23241,Lithuania,2000,male,05-14,6.0,262637.0,2.2845219828127794
33081,Russian Federation,1990,male,05-14,260.0,11397000.0,2.2813020970430817
41205,Ukraine,1999,male,05-14,79.0,3467900.0,2.2780356988379133
36117,Slovenia,1995,male,05-14,3.0,131800.0,2.2761760242792106
23319,Lithuania,2007,female,05-14,4.0,177982.0,2.247418278252857
23415,Lithuania,2015,female,05-14,3.0,133506.0,2.2470900184261384
37161,Sri Lanka,1998,male,05-14,40.0,1780463.0,2.2466066410815615
13776,Estonia,2009,female,15-24,2.0,89195.0,2.2422781546050787
22869,Latvia,2003,male,05-14,3.0,134548.0,2.229687546451824
23403,Lithuania,2014,female,05-14,3.0,135051.0,2.221383033076393
22653,Latvia,1985,male,05-14,4.0,180600.0,2.2148394241417497
41349,Ukraine,2011,male,05-14,46.0,2085831.0,2.205356042747471
36337,Slovenia,2014,female,25-34,3.0,136448.0,2.1986397748592874
36192,Slovenia,2002,female,15-24,3.0,136783.0,2.1932550097599846
41265,Ukraine,2004,male,05-14,58.0,2649047.0,2.189466627054937
13825,Estonia,2013,female,25-34,2.0,91438.0,2.187274437323651
23391,Lithuania,2013,female,05-14,3.0,137471.0,2.1822784441809544
13753,Estonia,2007,female,25-34,2.0,91870.0,2.176989223903342
21627,Kazakhstan,2013,female,05-14,27.0,1246955.0,2.1652746089473958
21591,Kazakhstan,2010,female,05-14,25.0,1155258.0,2.164018773295662
33297,Russian Federation,2008,male,05-14,148.0,6848169.0,2.161161618528982
18201,Hungary,1979,male,05-14,16.0,740400.0,2.1609940572663424
13849,Estonia,2015,female,25-34,2.0,92783.0,2.15556729142192
23325,Lithuania,2007,male,05-14,4.0,187735.0,2.130662902495539
18225,Hungary,1981,male,05-14,17.0,801500.0,2.1210230817217717
41229,Ukraine,2001,male,05-14,67.0,3170134.0,2.113475329434024
36297,Slovenia,2010,male,05-14,2.0,95051.0,2.104133570399049
36081,Slovenia,1992,male,05-14,3.0,142900.0,2.099370188943317
22785,Latvia,1996,male,05-14,4.0,190700.0,2.097535395909806
18600,Hungary,2013,female,15-24,12.0,576334.0,2.0821259894436213
37167,Sri Lanka,1999,female,05-14,35.0,1684408.0,2.0778813684095536
13621,Estonia,1996,female,25-34,2.0,96311.0,2.076605995161508
21657,Kazakhstan,2015,male,05-14,30.0,1445862.0,2.074886814924246
36219,Slovenia,2004,female,05-14,2.0,97051.0,2.0607721713325984
36069,Slovenia,1991,male,05-14,3.0,145600.0,2.0604395604395607
18249,Hungary,1983,male,05-14,17.0,831800.0,2.0437605193556143
21543,Kazakhstan,2006,female,05-14,24.0,1181324.0,2.0316187599676296
13665,Estonia,1999,male,05-14,2.0,99045.0,2.0192841637639454
21297,Kazakhstan,1985,male,05-14,33.0,1638300.0,2.014283098333639
23385,Lithuania,2012,male,05-14,3.0,149055.0,2.0126798832645667
37137,Sri Lanka,1996,male,05-14,37.0,1840930.0,2.0098537152417526
41169,Ukraine,1996,male,05-14,76.0,3782500.0,2.00925313945803
22911,Latvia,2007,female,05-14,2.0,99706.0,2.005897338174232
37173,Sri Lanka,1999,male,05-14,35.0,1751332.0,1.9984788720813644
37149,Sri Lanka,1997,male,05-14,36.0,1810805.0,1.9880660811075739
22932,Latvia,2009,female,15-24,3.0,152210.0,1.9709611720649103
21531,Kazakhstan,2005,female,05-14,24.0,1219019.0,1.968796220567522
